audio_id,audio_path,romanized_transcript,bilingual_transcript,duration,sample_rate,processed_audio_path
audio_413,..\data\raw_audio\audio_413.wav,Mero assignment due date bholi ho.,मेरो assignment due date भोलि हो.,3.33,16000,..\data\processed_audio\audio_413.wav
audio_414,..\data\raw_audio\audio_414.wav,Let's practice viva questions.,Let's practice viva questions.,3.15,16000,..\data\processed_audio\audio_414.wav
audio_415,..\data\raw_audio\audio_415.wav,Maile chai tyo mail draft gare.,मैले चाहिँ त्यो mail draft गरे.,3.06,16000,..\data\processed_audio\audio_415.wav
audio_416,..\data\raw_audio\audio_416.wav,Tyo topic aaja padhna parxa.,त्यो topic आज पढ्न पर्छ.,2.65,16000,..\data\processed_audio\audio_416.wav
audio_417,..\data\raw_audio\audio_417.wav,Please shutdown your PC properly.,Please shutdown your PC properly.,2.71,16000,..\data\processed_audio\audio_417.wav
audio_418,..\data\raw_audio\audio_418.wav,Mero phone ko cover harayo.,मेरो phone को cover हरायो.,2.29,16000,..\data\processed_audio\audio_418.wav
audio_419,..\data\raw_audio\audio_419.wav,Tyo teacher le code explain garnu bhayo.,त्यो teacher ले code explain गर्नु भयो.,2.92,16000,..\data\processed_audio\audio_419.wav
audio_42,..\data\raw_audio\audio_42.wav,Tyo project ko idea ramro cha.,त्यो project को idea राम्रो छ।,1.88,16000,..\data\processed_audio\audio_42.wav
audio_420,..\data\raw_audio\audio_420.wav,Maile chai tyo code optimize gare.,मैले चाहिँ त्यो code optimize गरे.,2.83,16000,..\data\processed_audio\audio_420.wav
audio_421,..\data\raw_audio\audio_421.wav,Let's check the github issues.,Let's check the github issues.,2.63,16000,..\data\processed_audio\audio_421.wav
audio_422,..\data\raw_audio\audio_422.wav,Mero presentation kal submit garna parxa.,मेरो presentation भोलि submit गर्न पर्छ.,3.92,16000,..\data\processed_audio\audio_422.wav
audio_423,..\data\raw_audio\audio_423.wav,Please arrange the chairs properly.,Please arrange the chairs properly.,2.67,16000,..\data\processed_audio\audio_423.wav
audio_424,..\data\raw_audio\audio_424.wav,Tyo file rename garna parxa.,त्यो file rename गर्न पर्छ.,2.31,16000,..\data\processed_audio\audio_424.wav
audio_425,..\data\raw_audio\audio_425.wav,Maile chai tyo task assign gare.,मैले चाहिँ त्यो task assign गरे.,2.93,16000,..\data\processed_audio\audio_425.wav
audio_426,..\data\raw_audio\audio_426.wav,Mero internet off vayo bihanai.,मेरो internet off भयो बिहानै.,2.83,16000,..\data\processed_audio\audio_426.wav
audio_427,..\data\raw_audio\audio_427.wav,Please restart the system.,Please restart the system.,2.15,16000,..\data\processed_audio\audio_427.wav
audio_428,..\data\raw_audio\audio_428.wav,Tyo diagram ko scale milena.,त्यो diagram को scale मिलेन.,2.4,16000,..\data\processed_audio\audio_428.wav
audio_429,..\data\raw_audio\audio_429.wav,Maile chai tyo video record gare.,मैले चाहिँ त्यो video record गरे.,2.31,16000,..\data\processed_audio\audio_429.wav
audio_43,..\data\raw_audio\audio_43.wav,Please mute your mic during class.,Please mute your mic during class.,2.24,16000,..\data\processed_audio\audio_43.wav
audio_430,..\data\raw_audio\audio_430.wav,Tyo teacher le feedback diye ramro cha.,त्यो teacher ले feedback दिए राम्रो छ.,2.85,16000,..\data\processed_audio\audio_430.wav
audio_431,..\data\raw_audio\audio_431.wav,Let's finish this code today.,Let's finish this code today.,2.06,16000,..\data\processed_audio\audio_431.wav
audio_432,..\data\raw_audio\audio_432.wav,Mero bike ko key khoi bhaneko xu.,मेरो bike को key खै भनेको छु.,2.93,16000,..\data\processed_audio\audio_432.wav
audio_433,..\data\raw_audio\audio_433.wav,Please join the zoom meeting.,Please join the zoom meeting.,2.48,16000,..\data\processed_audio\audio_433.wav
audio_434,..\data\raw_audio\audio_434.wav,Tyo code ma syntax error xa re.,त्यो code मा syntax error छ रे.,2.5,16000,..\data\processed_audio\audio_434.wav
audio_435,..\data\raw_audio\audio_435.wav,Maile chai tyo file download gare.,मैले चाहिँ त्यो file download गरे.,2.46,16000,..\data\processed_audio\audio_435.wav
audio_436,..\data\raw_audio\audio_436.wav,Tyo topic dherai important xa.,त्यो topic धेरै important छ.,2.21,16000,..\data\processed_audio\audio_436.wav
audio_437,..\data\raw_audio\audio_437.wav,Please mute your mic during call.,Please mute your mic during call.,2.24,16000,..\data\processed_audio\audio_437.wav
audio_438,..\data\raw_audio\audio_438.wav,Mero laptop ko fan awaj gariraixa.,मेरो laptop को fan आवाज गरिरहेछ.,2.67,16000,..\data\processed_audio\audio_438.wav
audio_439,..\data\raw_audio\audio_439.wav,Let's finalize the budget today.,Let's finalize the budget today.,2.52,16000,..\data\processed_audio\audio_439.wav
audio_44,..\data\raw_audio\audio_44.wav,Mero code ma syntax error xa re.,मेरो code मा syntax error छ रे।,2.22,16000,..\data\processed_audio\audio_44.wav
audio_440,..\data\raw_audio\audio_440.wav,Maile chai tyo pdf upload gare.,मैले चाहिँ त्यो pdf upload गरे.,2.58,16000,..\data\processed_audio\audio_440.wav
audio_441,..\data\raw_audio\audio_441.wav,Tyo question ko answer prepare garnu.,त्यो question को answer prepare गर्नु.,2.58,16000,..\data\processed_audio\audio_441.wav
audio_442,..\data\raw_audio\audio_442.wav,Please check the file size.,Please check the file size.,2.19,16000,..\data\processed_audio\audio_442.wav
audio_443,..\data\raw_audio\audio_443.wav,Mero phone ko display damage vayo.,मेरो phone को display damage भयो.,2.58,16000,..\data\processed_audio\audio_443.wav
audio_444,..\data\raw_audio\audio_444.wav,Tyo teacher le example diye ramro.,त्यो teacher ले example दिए राम्रो.,2.62,16000,..\data\processed_audio\audio_444.wav
audio_445,..\data\raw_audio\audio_445.wav,Maile chai tyo app uninstall gare.,मैले चाहिँ त्यो app uninstall गरे.,3.02,16000,..\data\processed_audio\audio_445.wav
audio_446,..\data\raw_audio\audio_446.wav,Let's update the report today.,Let's update the report today.,2.25,16000,..\data\processed_audio\audio_446.wav
audio_447,..\data\raw_audio\audio_447.wav,Mero assignment file missing xa.,मेरो assignment file missing छ.,2.65,16000,..\data\processed_audio\audio_447.wav
audio_448,..\data\raw_audio\audio_448.wav,Please send your roll number.,Please send your roll number.,1.96,16000,..\data\processed_audio\audio_448.wav
audio_449,..\data\raw_audio\audio_449.wav,Tyo diagram ma color halna parxa.,त्यो diagram मा color हाल्न पर्छ.,2.83,16000,..\data\processed_audio\audio_449.wav
audio_45,..\data\raw_audio\audio_45.wav,Kal holiday xa re college ma.,भोलि holiday छ रे college मा।,1.94,16000,..\data\processed_audio\audio_45.wav
audio_450,..\data\raw_audio\audio_450.wav,Maile chai tyo program run gare.,मैले चाहिँ त्यो program run गरे.,2.54,16000,..\data\processed_audio\audio_450.wav
audio_451,..\data\raw_audio\audio_451.wav,Mero internet connection problem xa.,मेरो internet connection problem छ.,2.96,16000,..\data\processed_audio\audio_451.wav
audio_452,..\data\raw_audio\audio_452.wav,Please submit your assignment soon.,Please submit your assignment soon.,2.62,16000,..\data\processed_audio\audio_452.wav
audio_453,..\data\raw_audio\audio_453.wav,Tyo class kal cancel vayo re.,त्यो class भोलि cancel भयो रे.,2.66,16000,..\data\processed_audio\audio_453.wav
audio_454,..\data\raw_audio\audio_454.wav,Maile chai tyo note upload gare drive ma.,मैले चाहिँ त्यो note upload गरे drive मा.,3.42,16000,..\data\processed_audio\audio_454.wav
audio_455,..\data\raw_audio\audio_455.wav,Tyo teacher ko class recording cha.,त्यो teacher को class recording छ.,2.93,16000,..\data\processed_audio\audio_455.wav
audio_456,..\data\raw_audio\audio_456.wav,Let's start the new module today.,Let's start the new module today.,2.88,16000,..\data\processed_audio\audio_456.wav
audio_457,..\data\raw_audio\audio_457.wav,Mero phone charger khoi bhaneko xu.,मेरो phone charger खै भनेको छु.,3.21,16000,..\data\processed_audio\audio_457.wav
audio_458,..\data\raw_audio\audio_458.wav,Please mute yourself before entering.,Please mute yourself before entering.,2.78,16000,..\data\processed_audio\audio_458.wav
audio_459,..\data\raw_audio\audio_459.wav,Tyo diagram ma scale wrong cha.,त्यो diagram मा scale wrong छ.,2.79,16000,..\data\processed_audio\audio_459.wav
audio_46,..\data\raw_audio\audio_46.wav,Tyo website ko UI design attractive cha.,त्यो website को UI design attractive छ।,2.59,16000,..\data\processed_audio\audio_46.wav
audio_460,..\data\raw_audio\audio_460.wav,Maile chai tyo file rename gare.,मैले चाहिँ त्यो file rename गरे.,3.0,16000,..\data\processed_audio\audio_460.wav
audio_461,..\data\raw_audio\audio_461.wav,Tyo question ko solution explain gardinu.,त्यो question को solution explain गर्दिनु.,2.96,16000,..\data\processed_audio\audio_461.wav
audio_462,..\data\raw_audio\audio_462.wav,Please check your spam folder.,Please check your spam folder.,2.48,16000,..\data\processed_audio\audio_462.wav
audio_463,..\data\raw_audio\audio_463.wav,Mero presentation marks aayo.,मेरो presentation marks आयो.,2.5,16000,..\data\processed_audio\audio_463.wav
audio_464,..\data\raw_audio\audio_464.wav,Let's finish this chapter today.,Let's finish this chapter today.,2.4,16000,..\data\processed_audio\audio_464.wav
audio_465,..\data\raw_audio\audio_465.wav,Maile chai tyo repo push gare.,मैले चाहिँ त्यो repo push गरे.,2.56,16000,..\data\processed_audio\audio_465.wav
audio_466,..\data\raw_audio\audio_466.wav,Tyo app update nagareko xu maile.,त्यो app update नगरेको छु मैले.,2.77,16000,..\data\processed_audio\audio_466.wav
audio_467,..\data\raw_audio\audio_467.wav,Please clean your downloads folder.,Please clean your downloads folder.,2.99,16000,..\data\processed_audio\audio_467.wav
audio_468,..\data\raw_audio\audio_468.wav,Mero bike service ma cha.,मेरो bike service मा छ.,2.44,16000,..\data\processed_audio\audio_468.wav
audio_469,..\data\raw_audio\audio_469.wav,Tyo teacher le homework pathaunu bhayo.,त्यो teacher ले homework पठाउनु भयो.,2.9,16000,..\data\processed_audio\audio_469.wav
audio_47,..\data\raw_audio\audio_47.wav,Maile tyo pdf drive ma rakheko xu.,मैले त्यो pdf drive मा राखेको छु।,2.41,16000,..\data\processed_audio\audio_47.wav
audio_470,..\data\raw_audio\audio_470.wav,Maile chai tyo bug fix gare.,मैले चाहिँ त्यो bug fix गरे.,2.73,16000,..\data\processed_audio\audio_470.wav
audio_471,..\data\raw_audio\audio_471.wav,Let's start project report today.,Let's start project report today.,2.83,16000,..\data\processed_audio\audio_471.wav
audio_472,..\data\raw_audio\audio_472.wav,Mero phone password change gareko xu.,मेरो phone password change गरेको छु.,3.1,16000,..\data\processed_audio\audio_472.wav
audio_473,..\data\raw_audio\audio_473.wav,Please upload your photo.,Please upload your photo.,2.19,16000,..\data\processed_audio\audio_473.wav
audio_474,..\data\raw_audio\audio_474.wav,Tyo diagram draw garna alik garo lagyo.,त्यो diagram draw गर्न अलि गाह्रो लाग्यो.,3.37,16000,..\data\processed_audio\audio_474.wav
audio_475,..\data\raw_audio\audio_475.wav,Maile chai tyo error solve gare finally.,मैले चाहिँ त्यो error solve गरे finally.,3.52,16000,..\data\processed_audio\audio_475.wav
audio_476,..\data\raw_audio\audio_476.wav,Mero net recharge garnai parxa aaja.,मेरो net recharge गर्नै पर्छ आज.,3.25,16000,..\data\processed_audio\audio_476.wav
audio_477,..\data\raw_audio\audio_477.wav,Please join the class early tomorrow.,Please join the class early tomorrow.,2.85,16000,..\data\processed_audio\audio_477.wav
audio_478,..\data\raw_audio\audio_478.wav,Tyo teacher le attendance linu bhayo.,त्यो teacher ले attendance लिनु भयो.,2.65,16000,..\data\processed_audio\audio_478.wav
audio_479,..\data\raw_audio\audio_479.wav,Maile chai tyo topic revise gare kal.,मैले चाहिँ त्यो topic revise गरे हिजो.,3.2,16000,..\data\processed_audio\audio_479.wav
audio_48,..\data\raw_audio\audio_48.wav,Please check your email.,Please check your email.,1.47,16000,..\data\processed_audio\audio_48.wav
audio_480,..\data\raw_audio\audio_480.wav,Tyo question answer garnai parxa.,त्यो question answer गर्नै पर्छ.,2.77,16000,..\data\processed_audio\audio_480.wav
audio_481,..\data\raw_audio\audio_481.wav,Let's plan for tomorrow's presentation.,Let's plan for tomorrow's presentation.,2.88,16000,..\data\processed_audio\audio_481.wav
audio_482,..\data\raw_audio\audio_482.wav,Mero laptop ko keyboard kam gariraixa.,मेरो laptop को keyboard काम गरिरहेछ.,3.17,16000,..\data\processed_audio\audio_482.wav
audio_483,..\data\raw_audio\audio_483.wav,Please delete the duplicate files.,Please delete the duplicate files.,2.38,16000,..\data\processed_audio\audio_483.wav
audio_484,..\data\raw_audio\audio_484.wav,Tyo app update garna bhule.,त्यो app update गर्न भूले.,2.69,16000,..\data\processed_audio\audio_484.wav
audio_485,..\data\raw_audio\audio_485.wav,Maile chai tyo diagram banaune try gare.,मैले चाहिँ त्यो diagram बनाउने try गरे.,3.04,16000,..\data\processed_audio\audio_485.wav
audio_486,..\data\raw_audio\audio_486.wav,Tyo teacher le extra class rakhnu bhayo.,त्यो teacher ले extra class राख्नु भयो.,3.06,16000,..\data\processed_audio\audio_486.wav
audio_487,..\data\raw_audio\audio_487.wav,Please submit your practical file.,Please submit your practical file.,2.45,16000,..\data\processed_audio\audio_487.wav
audio_488,..\data\raw_audio\audio_488.wav,Mero assignment ko plagiarism check garnu parxa.,मेरो assignment को plagiarism check गर्नु पर्छ.,4.1,16000,..\data\processed_audio\audio_488.wav
audio_489,..\data\raw_audio\audio_489.wav,Let's finish the presentation today itself.,Let's finish the presentation today itself.,3.54,16000,..\data\processed_audio\audio_489.wav
audio_49,..\data\raw_audio\audio_49.wav,Ma arko week bata start garxu.,म अर्को week बाट start गर्छु।,2.21,16000,..\data\processed_audio\audio_49.wav
audio_490,..\data\raw_audio\audio_490.wav,Maile chai tyo video upload gare youtube ma.,मैले चाहिँ त्यो video upload गरे youtube मा.,3.06,16000,..\data\processed_audio\audio_490.wav
audio_491,..\data\raw_audio\audio_491.wav,Tyo question ko explanation ramro xa.,त्यो question को explanation राम्रो छ.,2.73,16000,..\data\processed_audio\audio_491.wav
audio_492,..\data\raw_audio\audio_492.wav,Please logout from your gmail.,Please logout from your gmail.,2.56,16000,..\data\processed_audio\audio_492.wav
audio_493,..\data\raw_audio\audio_493.wav,Mero phone ko battery fast discharge vairaixa.,मेरो phone को battery fast discharge भइरहेछ.,3.54,16000,..\data\processed_audio\audio_493.wav
audio_494,..\data\raw_audio\audio_494.wav,Tyo teacher le topic ramro explain garnu bhayo.,त्यो teacher ले topic राम्रो explain गर्नु भयो.,3.54,16000,..\data\processed_audio\audio_494.wav
audio_495,..\data\raw_audio\audio_495.wav,Maile chai tyo form fill gare already.,मैले चाहिँ त्यो form fill गरे already.,3.23,16000,..\data\processed_audio\audio_495.wav
audio_496,..\data\raw_audio\audio_496.wav,Let's complete coding practice today.,Let's complete coding practice today.,2.87,16000,..\data\processed_audio\audio_496.wav
audio_497,..\data\raw_audio\audio_497.wav,Mero bike ko brake problem xa.,मेरो bike को brake problem छ.,2.51,16000,..\data\processed_audio\audio_497.wav
audio_498,..\data\raw_audio\audio_498.wav,Please create new folder for this.,Please create new folder for this.,2.62,16000,..\data\processed_audio\audio_498.wav
audio_499,..\data\raw_audio\audio_499.wav,Tyo diagram check garna sir le bhaneko.,त्यो diagram check गर्न sir ले भनेको.,3.05,16000,..\data\processed_audio\audio_499.wav
audio_5,..\data\raw_audio\audio_5.wav,Mero phone ko battery almost dead xa.,मेरो phone को battery almost dead छ।,2.97,16000,..\data\processed_audio\audio_5.wav
audio_50,..\data\raw_audio\audio_50.wav,Tyo function call garera check gara.,त्यो function call गरेर check गर।,2.1,16000,..\data\processed_audio\audio_50.wav
audio_500,..\data\raw_audio\audio_500.wav,Maile chai tyo output verify gare finally.,मैले चाहिँ त्यो output verify गरे finally.,3.41,16000,..\data\processed_audio\audio_500.wav
audio_51,..\data\raw_audio\audio_51.wav,Mero notes bhetiena.,मेरो notes भेटिएन।,1.4,16000,..\data\processed_audio\audio_51.wav
audio_52,..\data\raw_audio\audio_52.wav,Maile chai class ma suneko xu yo kura.,मैलेचै  class मा सुनेको छु यो कुरा।,2.5,16000,..\data\processed_audio\audio_52.wav
audio_53,..\data\raw_audio\audio_53.wav,Tyo practical test garna alik garo cha.,त्यो practical test गर्न अलिक गाह्रो छ।,2.32,16000,..\data\processed_audio\audio_53.wav
audio_54,..\data\raw_audio\audio_54.wav,Please bring your laptop tomorrow.,Please bring your laptop tomorrow.,1.8,16000,..\data\processed_audio\audio_54.wav
audio_55,..\data\raw_audio\audio_55.wav,Maile tyo assignment submit gareko xu already.,मैले त्यो assignment submit गरेको छु already.,2.76,16000,..\data\processed_audio\audio_55.wav
audio_56,..\data\raw_audio\audio_56.wav,Sir le kal viva linu hunchha.,Sir ले भोलि viva लिनु हुन्छ।,2.03,16000,..\data\processed_audio\audio_56.wav
audio_57,..\data\raw_audio\audio_57.wav,Let's finish this task today itself.,Let's finish this task today itself.,2.52,16000,..\data\processed_audio\audio_57.wav
audio_58,..\data\raw_audio\audio_58.wav,Mero room ma charger xa.,मेरो room मा charger छ।,1.83,16000,..\data\processed_audio\audio_58.wav
audio_59,..\data\raw_audio\audio_59.wav,Please download the software before class.,Please download the software before class.,2.89,16000,..\data\processed_audio\audio_59.wav
audio_6,..\data\raw_audio\audio_6.wav,Let's go to canteen after this lecture.,Let's go to canteen after this lecture.,2.04,16000,..\data\processed_audio\audio_6.wav
audio_60,..\data\raw_audio\audio_60.wav,Maile tyo meeting join garna birse.,मैले त्यो meeting join गर्न बिर्से।,2.37,16000,..\data\processed_audio\audio_60.wav
audio_61,..\data\raw_audio\audio_61.wav,Tyo topic explain gardinu na.,त्यो topic explain गरिदिनु न।,2.0,16000,..\data\processed_audio\audio_61.wav
audio_62,..\data\raw_audio\audio_62.wav,Yo project deploy garnai parxa.,यो project deploy गर्नै पर्छ।,2.24,16000,..\data\processed_audio\audio_62.wav
audio_63,..\data\raw_audio\audio_63.wav,Mero phone ko storage full vayo.,मेरो phone को storage full भयो।,2.31,16000,..\data\processed_audio\audio_63.wav
audio_64,..\data\raw_audio\audio_64.wav,Let's have coffee after lunch.,Let's have coffee after lunch.,2.31,16000,..\data\processed_audio\audio_64.wav
audio_65,..\data\raw_audio\audio_65.wav,Mero group ko presentation today xa.,मेरो group को presentation today छ।,2.51,16000,..\data\processed_audio\audio_65.wav
audio_66,..\data\raw_audio\audio_66.wav,Tyo lecture record garna parxa.,त्यो lecture record गर्नुपर्छ।,2.12,16000,..\data\processed_audio\audio_66.wav
audio_67,..\data\raw_audio\audio_67.wav,Please check the output once.,Please check the output once.,1.88,16000,..\data\processed_audio\audio_67.wav
audio_68,..\data\raw_audio\audio_68.wav,Ma arko video banauchu tes mathi.,म अर्को video बनाउँछु त्यस माथि।,2.53,16000,..\data\processed_audio\audio_68.wav
audio_69,..\data\raw_audio\audio_69.wav,Sir le code explain garna bhaneko thiyo.,Sir ले code explain गर्न भनेको थियो।,2.45,16000,..\data\processed_audio\audio_69.wav
audio_7,..\data\raw_audio\audio_7.wav,Maile yo topic bujhna try gare but alik garo lagyo.,मैले यो topic बुझ्न try गरे but अलिक गाह्रो लाग्यो।,3.83,16000,..\data\processed_audio\audio_7.wav
audio_70,..\data\raw_audio\audio_70.wav,Let's complete all modules today.,Let's complete all modules today.,2.26,16000,..\data\processed_audio\audio_70.wav
audio_71,..\data\raw_audio\audio_71.wav,Tyo folder drive ma xa already.,त्यो folder drive मा छ already.,2.12,16000,..\data\processed_audio\audio_71.wav
audio_72,..\data\raw_audio\audio_72.wav,Maile chai morning ma padha xu.,मैले chai morning मा पढेको छु।,2.1,16000,..\data\processed_audio\audio_72.wav
audio_73,..\data\raw_audio\audio_73.wav,Please wait for five minutes.,Please wait for five minutes.,2.08,16000,..\data\processed_audio\audio_73.wav
audio_74,..\data\raw_audio\audio_74.wav,Tyo class start vayo ki nai?,त्यो class start भयो कि होइन?,2.02,16000,..\data\processed_audio\audio_74.wav
audio_75,..\data\raw_audio\audio_75.wav,Maile chai sabai notes revise gare.,मैलेचै सबै notes revise गरे।,2.58,16000,..\data\processed_audio\audio_75.wav
audio_76,..\data\raw_audio\audio_76.wav,Tyo seminar ma interesting topic thiyo.,त्यो seminar मा interesting topic थियो।,2.55,16000,..\data\processed_audio\audio_76.wav
audio_77,..\data\raw_audio\audio_77.wav,Mero bike ko petrol sakiyo.,मेरो bike को petrol सकियो।,2.11,16000,..\data\processed_audio\audio_77.wav
audio_78,..\data\raw_audio\audio_78.wav,Let's go for a walk in evening.,Let's go for a walk in evening.,2.24,16000,..\data\processed_audio\audio_78.wav
audio_79,..\data\raw_audio\audio_79.wav,Maile chai assignment hard copy submit gare.,मैलेचै assignment hard copy submit गरे।,2.47,16000,..\data\processed_audio\audio_79.wav
audio_8,..\data\raw_audio\audio_8.wav,"Herana, yo diagram ramro sanga draw garnu parxa.","हेरन, यो diagram राम्रोसँग draw गर्नुपर्छ।",3.24,16000,..\data\processed_audio\audio_8.wav
audio_80,..\data\raw_audio\audio_80.wav,Please share your screen.,Please share your screen.,1.66,16000,..\data\processed_audio\audio_80.wav
audio_81,..\data\raw_audio\audio_81.wav,Tyo error ko solution google ma xa.,त्यो error को solution google मा छ।,2.3,16000,..\data\processed_audio\audio_81.wav
audio_82,..\data\raw_audio\audio_82.wav,Maile chai ghar ma padhna ramro lagxa.,मैलेचै घरमा पढ्न राम्रो लाग्छ।,2.14,16000,..\data\processed_audio\audio_82.wav
audio_83,..\data\raw_audio\audio_83.wav,Tyo book ma diagram ramro cha.,त्यो book मा diagram राम्रो छ।,2.04,16000,..\data\processed_audio\audio_83.wav
audio_84,..\data\raw_audio\audio_84.wav,Let's finalize the project report today.,Let's finalize the project report today.,2.51,16000,..\data\processed_audio\audio_84.wav
audio_85,..\data\raw_audio\audio_85.wav,Mero pen khoi bhaneko xa.,मेरो pen खोइ भनेको छ।,2.0,16000,..\data\processed_audio\audio_85.wav
audio_86,..\data\raw_audio\audio_86.wav,Maile chai code push gare github ma.,मैलेचै code push गरे github मा।,2.41,16000,..\data\processed_audio\audio_86.wav
audio_87,..\data\raw_audio\audio_87.wav,Please explain the logic once.,Please explain the logic once.,2.16,16000,..\data\processed_audio\audio_87.wav
audio_88,..\data\raw_audio\audio_88.wav,Tyo video ma subtitle cha ki nai?,त्यो video मा subtitle छ कि छैन?,2.17,16000,..\data\processed_audio\audio_88.wav
audio_89,..\data\raw_audio\audio_89.wav,Mero roll number 40 ho.,मेरो roll number 40 हो।,2.08,16000,..\data\processed_audio\audio_89.wav
audio_9,..\data\raw_audio\audio_9.wav,Tyo presentation ma photo clarity thikai xa ni.,त्यो presentation मा photo clarity ठीकै छ नि।,2.39,16000,..\data\processed_audio\audio_9.wav
audio_90,..\data\raw_audio\audio_90.wav,Tyo photo clear cha.,त्यो photo clear छ।,1.58,16000,..\data\processed_audio\audio_90.wav
audio_91,..\data\raw_audio\audio_91.wav,Please reply to my email soon.,Please reply to my email soon.,2.15,16000,..\data\processed_audio\audio_91.wav
audio_92,..\data\raw_audio\audio_92.wav,Maile chai sabai task complete gare.,मैलेचै सबै task complete गरे।,2.38,16000,..\data\processed_audio\audio_92.wav
audio_93,..\data\raw_audio\audio_93.wav,Tyo video upload garna time lagxa.,त्यो video upload गर्न time लाग्छ।,2.32,16000,..\data\processed_audio\audio_93.wav
audio_94,..\data\raw_audio\audio_94.wav,Mero laptop ko charger harayo.,मेरो laptop को charger हरायो।,2.03,16000,..\data\processed_audio\audio_94.wav
audio_95,..\data\raw_audio\audio_95.wav,Let's plan for tomorrow's class.,Let's plan for tomorrow's class.,2.26,16000,..\data\processed_audio\audio_95.wav
audio_96,..\data\raw_audio\audio_96.wav,Maile chai form fill gare already.,मैलेचै form fill गरे already.,2.5,16000,..\data\processed_audio\audio_96.wav
audio_97,..\data\raw_audio\audio_97.wav,Tyo code snippet send gardinu.,त्यो code snippet send गरिदिनु।,2.11,16000,..\data\processed_audio\audio_97.wav
audio_98,..\data\raw_audio\audio_98.wav,Please update the document today.,Please update the document today.,2.13,16000,..\data\processed_audio\audio_98.wav
audio_99,..\data\raw_audio\audio_99.wav,Maile chai output check gare already.,मैलेचै output check गरे already.,2.12,16000,..\data\processed_audio\audio_99.wav
